,county_x,FIPS,pop_count,POPESTIMATE2020,overcount,undercount,error,abs_error,overcount_5_prc,undercount_5_prc,overcount_10_prc,undercount_10_prc,annual_growth_rate,percent_error,abs_percent_error,total_housing,occ_housing,unocc_housing,total_group,total_inst,adult_jail,juvenille_jail,nursing_homes,other_inst,non_inst_total,college_housing,military_housing,other_non_inst,state_fips_x,county_fips_x,CENSUS2010POP,comp_change_cat,BIRTHS2020,DEATHS2020,NATURALINC2020,INTERNATIONALMIG2020,DOMESTICMIG2020,fatalityCount,pop_covid_est,county_y,0-5_pop,5-9_pop,10-14_pop,15-19_pop,20-24_pop,25-34_pop,35-44_pop,45-54_pop,55-59_pop,60-64_pop,65-74_pop,75-84_pop,85_plus_pop,white_pop,black_pop,ai_an_pop,asian_pop,black_w_other_race_pop,hisp_any_race_pop,male_pop,female_pop,state_fips_y,county_fips_y,farm_man,recreation,retirement_metro,retirement_non_metro,CENSUS2010HU,HUESTIMATESBASE2010,HUESTIMATE2020,HUESTIMATE042020,Area_name,PCTPOVALL_2020,POV017_2020,MEDHHINC_2020,Unemployed_2019,Employed_2019,Civilian_labor_force_2019,lessthanHSdiploma,HSdiploma,SomeCollege,College,over_65,under_20,norm_unocc,housing_perc_change
10,Buncombe County,37021,269452.0,263477.0,1,0,5975.0,5975.0,0,0,0,0,26347.6,2.2677501261969737,2.2677501261969737,129141.0,116237.0,12904.0,8156.0,3835.0,1390.0,78.0,2269.0,98.0,4321.0,0.9382223116249236,0.0,1849.0,37,21,238318,Natural Decrease/Net In-Migration,2465,2857,-392,142,1676,1368,261191,"Buncombe County, North Carolina",12692.0,12972.0,14020.0,14249.0,13987.0,36083.0,34700.0,33156.0,17329.0,18512.0,30676.0,13709.0,7491.0,86.47623891269447,6.056316111083699,0.31729524778253887,1.2403359686044704,6.977459133055257,6.602473840221347,124395.0,135181.0,37,21,0,0,0,0,113365,113364,129905,129430,Buncombe County,13.9,8057.0,66156.0,1.5697764890294028,51.38626901019824,139527.0,8.314897537231445,23.149810791015625,27.14759826660156,41.3876953125,19.689005112400704,20.469718419444582,0.09992179091071,-0.22328671868963917
11,Burke County,37023,87570.0,90418.0,0,1,-2848.0,2848.0,0,0,0,0,9041.7,-3.149815302262824,3.149815302262824,39525.0,35140.0,4385.0,2832.0,2227.0,1145.0,78.0,768.0,236.0,605.0,0.0,0.0,605.0,37,23,90912,Natural Decrease/Net In-Migration,863,1133,-270,53,208,1058,90485,"Burke County, North Carolina",4326.0,4264.0,5027.0,5539.0,5048.0,11220.0,10376.0,12486.0,7164.0,6555.0,10395.0,5331.0,2417.0,83.7919440819306,6.1060850715565484,0.8991572474507289,3.697272666946847,7.280629963060453,6.217788493441572,44935.0,45213.0,37,23,1,0,0,0,40879,40840,41822,41760,Burke County,18.4,4730.0,48729.0,1.6445840430002876,43.067751996283924,40428.0,17.56641960144043,31.76028060913086,33.936370849609375,16.736928939819336,20.065694883762085,21.186047026034636,0.11094244149272613,-5.352011494252873
12,Cabarrus County,37025,225804.0,221479.0,1,0,4325.0,4325.0,0,0,0,0,22147.8,1.952781076309718,1.952781076309718,87410.0,82596.0,4814.0,1806.0,1413.0,555.0,137.0,713.0,8.0,393.0,0.08036879342962538,0.0,215.0,37,25,178011,Natural Increase/Net In-Migration,2574,1821,753,94,4317,1512,216453,"Cabarrus County, North Carolina",13421.0,14058.0,17012.0,14799.0,11733.0,26662.0,30316.0,30835.0,13380.0,11449.0,16941.0,7599.0,3400.0,66.07579048126459,17.848193282433098,0.3034147707006082,3.9642584624275887,19.10429431232758,10.133692133339956,103136.0,108469.0,37,25,0,0,1,0,71937,71934,84954,84353,Cabarrus County,8.0,5748.0,79736.0,1.7428288912267078,47.47989651389071,109018.0,9.41301155090332,25.40937042236328,31.65768051147461,33.51993942260742,12.615191507998503,26.77003237327241,0.05507379018418945,3.6240560501701182
13,Caldwell County,37027,80652.0,82100.0,0,1,-1448.0,1448.0,0,0,0,0,8209.9,-1.763702801461632,1.763702801461632,36931.0,33166.0,3765.0,1105.0,839.0,413.0,3.0,417.0,6.0,266.0,0.0,0.0,266.0,37,27,83029,Natural Decrease/Net In-Migration,828,1100,-272,51,42,143,82178,"Caldwell County, North Carolina",4169.0,4062.0,5150.0,5031.0,4499.0,9112.0,8949.0,12671.0,6156.0,5723.0,9961.0,4784.0,1789.0,88.30694275274055,4.274056029232643,0.23629719853836784,0.5213154689403167,5.732034104750305,5.696711327649209,40494.0,41562.0,37,27,1,0,0,0,37659,37689,38295,38290,Caldwell County,13.0,3032.0,50235.0,1.751522533495737,42.19488428745433,36080.0,18.554399490356445,33.22850799560547,32.37636184692383,15.840730667114258,20.138855054811206,22.426309378806334,0.10194687389997563,-3.549229563854792
14,Camden County,37029,10355.0,10984.0,0,1,-629.0,629.0,0,1,0,0,1098.3,-5.726511289147852,5.726511289147852,4119.0,3875.0,244.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,37,29,9980,Natural Increase/Net In-Migration,101,74,27,2,186,0,10867,"Camden County, North Carolina",560.0,663.0,770.0,654.0,348.0,1286.0,1371.0,1721.0,841.0,566.0,1146.0,530.0,198.0,79.39730517115805,10.752002913328477,0.21849963583394028,1.7753095411507647,12.745812090313184,2.9588492352512747,5369.0,5285.0,37,29,0,0,0,0,4104,4104,4459,4440,Camden County,7.4,206.0,72135.0,1.593226511289148,40.886744355426075,4666.0,12.6126127243042,32.210472106933594,35.27875518798828,19.89815902709961,17.061179898033505,24.098689002184997,0.059237679048312696,-7.22972972972973
15,Carteret County,37031,67686.0,69558.0,0,1,-1872.0,1872.0,0,0,0,0,6955.7,-2.691279220219098,2.691279220219098,50846.0,30112.0,20734.0,864.0,702.0,424.0,0.0,278.0,0.0,162.0,0.0474424221512982,0.046004772995198256,97.0,37,31,66469,Natural Decrease/Net In-Migration,504,964,-460,20,489,310,69473,"Carteret County, North Carolina",2828.0,3348.0,3677.0,3639.0,3122.0,6863.0,7652.0,9130.0,5263.0,6473.0,10528.0,5048.0,1730.0,88.72451766870813,4.913884815549614,0.3047816210931884,1.129992236694557,6.995600793582334,4.328761609016936,33928.0,35373.0,37,31,0,1,0,0,48179,48172,51411,51300,Carteret County,9.3,1834.0,63475.0,1.8574427096811292,43.88711578826303,31819.0,7.869113922119141,25.35919761657715,38.233341217041016,28.538349151611328,24.879956295465654,19.39676241410046,0.4077803563702159,-0.884990253411306
16,Caswell County,37033,22736.0,22443.0,1,0,293.0,293.0,0,0,0,0,2244.2,1.3055295637838078,1.3055295637838078,10444.0,9124.0,1320.0,1476.0,1367.0,1232.0,0.0,135.0,0.0,109.0,0.0,0.0,109.0,37,33,23719,Natural Decrease/Net Out-Migration,210,271,-61,13,-99,53,22604,"Caswell County, North Carolina",1048.0,737.0,1645.0,1391.0,1300.0,2150.0,2699.0,3170.0,1814.0,1803.0,2918.0,1486.0,458.0,63.45408367865259,32.932317426369025,0.24952100877779262,0.9089693891191017,33.74326070489685,4.268591543020095,11416.0,11203.0,37,33,0,0,0,0,10619,10617,10887,10885,Caswell County,15.4,969.0,48070.0,1.9204206211290826,41.63881833979414,9776.0,17.850648880004883,33.75560760498047,32.579708099365234,15.814038276672363,21.663770440671925,21.481085416388183,0.12638835695135964,-4.051446945337621
17,Catawba County,37035,160610.0,160307.0,1,0,303.0,303.0,0,0,0,0,16030.6,0.189012332586849,0.189012332586849,70744.0,64471.0,6273.0,2826.0,1503.0,443.0,37.0,1023.0,0.0,1323.0,0.5264897977006618,0.0,479.0,37,35,154358,Natural Increase/Net In-Migration,1688,1819,-131,136,940,432,159551,"Catawba County, North Carolina",8844.0,9322.0,10508.0,10397.0,9344.0,18694.0,18813.0,22244.0,12110.0,10083.0,16930.0,8404.0,2814.0,77.59174583767397,8.201762867497989,0.394243545197652,4.406544941892744,9.689533208156849,9.75378492517482,77513.0,80994.0,37,35,1,0,0,0,67886,68054,70628,70443,Catawba County,11.6,5869.0,52737.0,1.7285583287067938,47.0359996756224,78173.0,13.551393508911133,30.21472930908203,33.174072265625,23.05980491638184,17.55880903516378,24.372610054458008,0.08867183082664254,0.4272958278324319
18,Chatham County,37037,76285.0,75748.0,1,0,537.0,537.0,0,0,0,0,7574.7,0.70892960870254,0.70892960870254,33947.0,31288.0,2659.0,807.0,711.0,66.0,28.0,617.0,0.0,96.0,0.0,0.0,96.0,37,37,63505,Natural Decrease/Net In-Migration,629,845,-216,-13,1567,1738,74470,"Chatham County, North Carolina",3478.0,3867.0,4587.0,3888.0,3213.0,6576.0,8409.0,10092.0,5656.0,5330.0,10199.0,5011.0,2547.0,76.08121666578656,11.350794740455193,0.17162169298199292,1.5604372392670434,12.589111263663726,11.609547446797276,34691.0,38162.0,37,37,0,0,1,0,28753,28751,34627,34403,Chatham County,9.6,1932.0,74747.0,1.5762792416961504,45.82299202619211,35904.0,10.875139236450195,19.73801612854004,25.693050384521484,43.69379425048828,23.442203094471143,20.885039869039446,0.07832798185406663,-1.3254658024009534
19,Cherokee County,37039,28774.0,29073.0,0,1,-299.0,299.0,0,0,0,0,2907.2,-1.0284456368451829,1.0284456368451829,17863.0,12705.0,5158.0,353.0,257.0,117.0,0.0,140.0,0.0,96.0,0.0,0.0,96.0,37,39,27444,Natural Decrease/Net In-Migration,248,379,-131,2,497,92,28612,"Cherokee County, North Carolina",1081.0,1144.0,1536.0,1304.0,1366.0,2548.0,2839.0,3482.0,2065.0,2609.0,5144.0,2583.0,712.0,90.91940976163451,1.2554603928043202,1.6819729646063357,0.7532762356825922,2.015615863515977,3.3708251642417366,13913.0,14500.0,37,39,0,1,0,1,17515,17516,18791,18746,Cherokee County,15.1,1140.0,44449.0,1.6819729646063357,36.57345303202284,11122.0,11.181876182556152,33.42280197143555,33.536529541015625,21.858793258666992,29.026932205138788,17.421662711106524,0.2887532889212338,-4.710338205483836
20,Chowan County,37041,13708.0,13815.0,0,1,-107.0,107.0,0,0,0,0,1381.4,-0.7745204487875498,0.7745204487875498,7131.0,5884.0,1247.0,284.0,254.0,22.0,12.0,220.0,0.0,30.0,0.0,0.0,30.0,37,41,14793,Natural Decrease/Net Out-Migration,126,216,-90,-2,-9,0,13943,"Chowan County, North Carolina",750.0,593.0,931.0,694.0,392.0,1770.0,1612.0,1564.0,1121.0,1090.0,2038.0,893.0,547.0,61.25950054288817,34.6724574737604,0.4705030763662686,0.49221860296778863,36.01158161418748,3.6337314513210277,6631.0,7364.0,37,41,0,0,0,1,7289,7289,7349,7346,Chowan County,17.3,755.0,45365.0,1.8096272167933407,38.00217155266015,5500.0,16.144804000854492,32.59990692138672,29.56276512145996,21.692523956298828,25.17553384002895,21.483894317770538,0.17487028467255644,-2.9267628641437518
21,Clay County,37043,11089.0,11505.0,0,1,-416.0,416.0,0,0,0,0,1150.4,-3.615819209039548,3.615819209039548,7295.0,4880.0,2415.0,98.0,81.0,0.0,3.0,78.0,0.0,17.0,0.0,0.0,17.0,37,43,10587,Natural Decrease/Net In-Migration,84,144,-60,-2,293,0,11231,"Clay County, North Carolina",510.0,560.0,647.0,411.0,341.0,1082.0,1054.0,1214.0,525.0,1344.0,2048.0,1252.0,162.0,93.47240330291177,1.8687527162103434,0.5041286397218601,0.1738374619730552,2.059973924380704,3.346371142981312,5158.0,5992.0,37,43,0,1,0,1,7140,7142,7487,7472,Clay County,16.4,438.0,44052.0,1.5906127770534553,34.167753150803996,4114.0,11.922589302062988,27.761777877807617,33.27957534790039,27.036056518554688,30.091264667535857,18.496305953933074,0.33104866346812883,-2.3688436830835116
22,Cleveland County,37045,99519.0,99035.0,1,0,484.0,484.0,0,0,0,0,9903.4,0.4887161104659968,0.4887161104659968,43630.0,39887.0,3743.0,2100.0,676.0,255.0,25.0,396.0,0.0,1424.0,1.1662543545211288,0.0,269.0,37,45,98078,Natural Decrease/Net In-Migration,1151,1358,-207,44,1240,159,97947,"Cleveland County, North Carolina",5576.0,6015.0,6044.0,6505.0,6254.0,11392.0,10806.0,13393.0,7017.0,6680.0,10854.0,5136.0,2093.0,73.1357600848185,20.45741404553946,0.2423385671732216,0.994597869440097,21.541879133639622,3.6532539001363156,47150.0,50615.0,37,45,0,0,0,0,43373,43354,43889,43863,Cleveland County,15.0,4631.0,49041.0,1.8983187761902358,46.81274296965719,48241.0,14.218283653259276,34.255096435546875,32.03010177612305,19.49651908874512,18.25920129247236,24.375220881506536,0.08578959431583773,-0.5311994163645898
23,Columbus County,37047,50623.0,54754.0,0,1,-4131.0,4131.0,0,1,0,0,5475.3,-7.544654271834021,7.544654271834021,23433.0,20368.0,3065.0,2508.0,2445.0,2187.0,9.0,249.0,0.0,63.0,0.0,0.0,63.0,37,47,58098,Natural Decrease/Net Out-Migration,558,822,-264,6,-438,1579,55508,"Columbus County, North Carolina",2975.0,3424.0,3054.0,3351.0,3543.0,6776.0,6522.0,7170.0,3670.0,4032.0,6563.0,3473.0,1106.0,63.50220988420937,30.169485334404794,3.5869525514117693,0.44928224421960045,31.650655659860465,5.590459144537386,27580.0,28079.0,37,47,0,0,0,0,26042,26055,26452,26443,Columbus County,21.3,2931.0,40712.0,2.005332943711875,39.23914234576469,22583.0,16.018009185791016,37.63227462768555,33.457977294921875,12.891737937927246,20.349198232092633,23.384592906454323,0.13079844663508727,-11.382974700298757
24,Craven County,37049,100720.0,101233.0,0,1,-513.0,513.0,0,0,0,0,10123.2,-0.5067517509112641,0.5067517509112641,46800.0,40932.0,5868.0,3469.0,1470.0,818.0,0.0,652.0,0.0,1999.0,0.0,1.7642468365058825,213.0,37,49,103505,Natural Increase/Net Out-Migration,1304,1146,158,59,-1009,344,102139,"Craven County, North Carolina",6468.0,6377.0,5794.0,6160.0,9760.0,13425.0,11291.0,10585.0,6466.0,6258.0,11423.0,5977.0,2306.0,70.40984659152649,21.632274060829968,0.6648029792656546,2.9456797684549505,23.028063971234676,7.5508974346310005,51413.0,50877.0,37,49,0,0,1,0,45002,45003,48059,47959,Craven County,13.2,4038.0,53960.0,1.6269398318730057,39.166082206395146,41296.0,11.090932846069336,25.80502319335937,38.15387344360352,24.950170516967773,19.465984412197603,24.49695257475329,0.12538461538461537,-2.4166475531182887
25,Cumberland County,37051,334728.0,336364.0,0,1,-1636.0,1636.0,0,0,0,0,33636.3,-0.4863778525644837,0.4863778525644837,142175.0,128978.0,13197.0,14474.0,1884.0,535.0,116.0,1233.0,0.0,12590.0,0.40581037209689497,3.2108073396677406,425.0,37,51,319431,Natural Increase/Net Out-Migration,5379,2912,2467,559,-3184,1440,335509,"Cumberland County, North Carolina",25266.0,23505.0,21385.0,22904.0,33831.0,57306.0,39505.0,35676.0,19065.0,16209.0,23703.0,11827.0,4380.0,48.248028921049816,37.01347349894757,1.278079699373298,2.5127540402659023,40.901820646680385,11.915960090853956,166102.0,168460.0,37,51,0,0,0,0,135524,135530,148087,147897,Cumberland County,18.5,20681.0,49160.0,1.8982411910906043,35.819826140728495,126870.0,8.465312957763672,26.39222526550293,39.533203125,25.60925674438477,11.865122307975884,27.6664565768037,0.09282222612976965,-3.868908767588254
26,Currituck County,37053,28100.0,29052.0,0,1,-952.0,952.0,0,0,0,0,2905.1,-3.2768828307861764,3.2768828307861764,15989.0,10723.0,5266.0,147.0,79.0,23.0,0.0,56.0,0.0,68.0,0.0,0.0,68.0,37,53,23547,Natural Increase/Net In-Migration,271,205,66,1,1075,0,27763,"Currituck County, North Carolina",1419.0,1627.0,1876.0,1615.0,1207.0,3230.0,3521.0,3929.0,2087.0,2232.0,2883.0,1200.0,384.0,83.50888062783973,5.1493873055211346,0.3201156546881454,0.38207352333746386,6.323144706044334,3.917114140162467,13515.0,13695.0,37,53,0,1,0,0,14453,14453,16873,16765,Currituck County,9.6,922.0,73433.0,1.7141676992978108,47.18091697645601,14205.0,9.123600006103516,31.311004638671875,34.32651901245117,25.23887825012207,15.375877736472532,22.501032631144156,0.3293514291075114,-4.628690724724128
27,Dare County,37055,36915.0,37547.0,0,1,-632.0,632.0,0,0,0,0,3754.6,-1.6832236929714757,1.6832236929714757,34237.0,15966.0,18271.0,310.0,187.0,55.0,0.0,132.0,0.0,123.0,0.03728660079367194,0.1118598023810158,67.0,37,55,33920,Natural Increase/Net In-Migration,312,355,-43,43,479,109,37009,"Dare County, North Carolina",1563.0,1926.0,2149.0,1877.0,1650.0,3537.0,4488.0,5126.0,3060.0,3469.0,5169.0,2164.0,520.0,89.07502596745412,3.257250912190055,0.14381974591844887,0.5326657256238847,3.795243295070179,7.244253868484832,18377.0,18321.0,37,55,0,1,0,0,33492,33492,35582,35506,Dare County,8.8,897.0,72962.0,2.4529256664979893,50.53932404719418,19897.0,5.5569682121276855,21.919151306152344,34.17716979980469,38.346710205078125,20.91511971662183,20.014914640317468,0.5336624120103981,-3.5740438235791134
28,Davidson County,37057,168930.0,169234.0,0,1,-304.0,304.0,0,0,0,0,16923.3,-0.1796329342803455,0.1796329342803455,74536.0,68126.0,6410.0,1863.0,1652.0,647.0,104.0,901.0,0.0,211.0,0.0,0.0,211.0,37,57,162878,Natural Decrease/Net In-Migration,1768,2002,-234,96,1134,812,167609,"Davidson County, North Carolina",9113.0,10630.0,10153.0,10138.0,9328.0,19481.0,19532.0,24299.0,13020.0,10905.0,17569.0,9531.0,3138.0,83.29827339659879,9.312549487691598,0.24935887587600603,1.5197891676613446,10.395074275854734,7.247361641277758,81445.0,85392.0,37,57,0,0,0,0,72655,72631,76672,76521,Davidson County,12.0,6247.0,56067.0,1.720694423106468,45.78098963565241,80389.0,15.054266929626465,32.046817779541016,33.97914505004883,18.91976928710937,17.867567982793055,23.656002930853138,0.08599871203176988,-2.5940591471622167
